id,name,family,pattern,modality,grip,shoulder_load,unit_default,units_allowed,load_unit,weight_functional,weight_hybrid,equipment,cadence_rx_s_per_unit,cadence_m_rx_s_per_unit,cadence_by_category,loads,rep_ranges,substitutions,variant_up,badge_key,active,version,notes
bench_press,Bench Press,barbell,push_h,W,low,high,reps,reps,kg,4,0,barbell|bench,2.8,,"{""scaled"": 3.64, ""inter"": 3.22, ""rx"": 2.8, ""rxplus"": 2.58, ""elite"": 2.38, ""pro"": 2.24}","{""scaled"": {""light"": [40, 30], ""medium"": [50, 35], ""heavy"": [60, 40]}, ""inter"": {""light"": [50, 35], ""medium"": [60, 43], ""heavy"": [80, 55]}, ""rx"": {""light"": [60, 43], ""medium"": [70, 50], ""heavy"": [100, 70]}, ""rxplus"": {""light"": [70, 50], ""medium"": [80, 55], ""heavy"": [120, 80]}, ""elite"": {""light"": [80, 55], ""medium"": [90, 60], ""heavy"": [140, 95]}, ""pro"": {""light"": [90, 60], ""medium"": [100, 70], ""heavy"": [100, 70]}}","{""amrap"": [5, 10], ""for_time"": [5, 15], ""emom"": [3, 8], ""interval"": [4, 8]}",,,,true,1,
front_rack_lunge,Front Rack Lunges,barbell,lunge,W,low,low,reps,reps,kg,6,2,barbell,2.5,,"{""scaled"": 3.25, ""inter"": 2.88, ""rx"": 2.5, ""rxplus"": 2.3, ""elite"": 2.12, ""pro"": 2.0}","{""scaled"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [50, 35]}, ""inter"": {""light"": [35, 25], ""medium"": [50, 35], ""heavy"": [60, 43]}, ""rx"": {""light"": [43, 30], ""medium"": [60, 43], ""heavy"": [70, 50]}, ""rxplus"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [80, 55]}, ""elite"": {""light"": [55, 40], ""medium"": [80, 55], ""heavy"": [90, 60]}, ""pro"": {""light"": [60, 43], ""medium"": [90, 60], ""heavy"": [100, 70]}}","{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,reps = pas au total
bar_facing_burpee,Bar Facing Burpees,bodyweight,core|mono,M,none,low,reps,reps,,8,2,barbell,4.5,,"{""scaled"": 5.85, ""inter"": 5.17, ""rx"": 4.5, ""rxplus"": 4.14, ""elite"": 3.82, ""pro"": 3.6}",,"{""amrap"": [8, 15], ""for_time"": [10, 21], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,
kb_swing_american,KB Swings American,kettlebell,hinge,W,high,high,reps,reps,kg,8,4,kettlebell,2.0,,"{""scaled"": 2.6, ""inter"": 2.3, ""rx"": 2.0, ""rxplus"": 1.84, ""elite"": 1.7, ""pro"": 1.6}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [10, 25], ""for_time"": [15, 30], ""emom"": [8, 15], ""interval"": [10, 20]}",,,,true,1,
kb_swing_russian,KB Swings Russian,kettlebell,hinge,W,high,low,reps,reps,kg,6,5,kettlebell,1.8,,"{""scaled"": 2.34, ""inter"": 2.07, ""rx"": 1.8, ""rxplus"": 1.66, ""elite"": 1.53, ""pro"": 1.44}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [10, 25], ""for_time"": [15, 30], ""emom"": [8, 15], ""interval"": [10, 20]}",,,,true,1,
kb_goblet_squat,Goblet Squats,kettlebell,squat,W,low,low,reps,reps,kg,5,4,kettlebell,2.5,,"{""scaled"": 3.25, ""inter"": 2.88, ""rx"": 2.5, ""rxplus"": 2.3, ""elite"": 2.12, ""pro"": 2.0}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [10, 20], ""for_time"": [10, 25], ""emom"": [6, 12], ""interval"": [8, 15]}",,,,true,1,
db_snatch,DB Snatch,dumbbell,hinge|pull_v,W,high,high,reps,reps,kg,8,3,dumbbell,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}","{""scaled"": {""light"": [10, 7.5], ""medium"": [15, 10], ""heavy"": [20, 12.5]}, ""inter"": {""light"": [12.5, 10], ""medium"": [20, 12.5], ""heavy"": [22.5, 15]}, ""rx"": {""light"": [15, 10], ""medium"": [22.5, 15], ""heavy"": [30, 20]}, ""rxplus"": {""light"": [20, 12.5], ""medium"": [30, 20], ""heavy"": [35, 22.5]}, ""elite"": {""light"": [22.5, 15], ""medium"": [35, 22.5], ""heavy"": [40, 25]}, ""pro"": {""light"": [22.5, 15], ""medium"": [40, 25], ""heavy"": [50, 30]}}","{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,"alterné, reps au total"
db_thruster,DB Thrusters,dumbbell,squat|push_v,W,low,high,reps,reps,kg,7,3,dumbbell,3.0,,"{""scaled"": 3.9, ""inter"": 3.45, ""rx"": 3.0, ""rxplus"": 2.76, ""elite"": 2.55, ""pro"": 2.4}","{""scaled"": {""light"": [10, 7.5], ""medium"": [15, 10], ""heavy"": [20, 12.5]}, ""inter"": {""light"": [12.5, 10], ""medium"": [20, 12.5], ""heavy"": [22.5, 15]}, ""rx"": {""light"": [15, 10], ""medium"": [22.5, 15], ""heavy"": [30, 20]}, ""rxplus"": {""light"": [20, 12.5], ""medium"": [30, 20], ""heavy"": [35, 22.5]}, ""elite"": {""light"": [22.5, 15], ""medium"": [35, 22.5], ""heavy"": [40, 25]}, ""pro"": {""light"": [22.5, 15], ""medium"": [40, 25], ""heavy"": [50, 30]}}","{""amrap"": [8, 15], ""for_time"": [9, 21], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,2 DB
db_clean_and_jerk,DB Clean & Jerk,dumbbell,hinge|push_v,W,high,high,reps,reps,kg,6,3,dumbbell,3.5,,"{""scaled"": 4.55, ""inter"": 4.02, ""rx"": 3.5, ""rxplus"": 3.22, ""elite"": 2.98, ""pro"": 2.8}","{""scaled"": {""light"": [10, 7.5], ""medium"": [15, 10], ""heavy"": [20, 12.5]}, ""inter"": {""light"": [12.5, 10], ""medium"": [20, 12.5], ""heavy"": [22.5, 15]}, ""rx"": {""light"": [15, 10], ""medium"": [22.5, 15], ""heavy"": [30, 20]}, ""rxplus"": {""light"": [20, 12.5], ""medium"": [30, 20], ""heavy"": [35, 22.5]}, ""elite"": {""light"": [22.5, 15], ""medium"": [35, 22.5], ""heavy"": [40, 25]}, ""pro"": {""light"": [22.5, 15], ""medium"": [40, 25], ""heavy"": [50, 30]}}","{""amrap"": [6, 12], ""for_time"": [6, 15], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,2 DB
db_box_step_over,DB Box Step Over,dumbbell,lunge,W,low,low,reps,reps,kg,6,6,dumbbell|box,4.0,,"{""scaled"": 5.2, ""inter"": 4.6, ""rx"": 4.0, ""rxplus"": 3.68, ""elite"": 3.4, ""pro"": 3.2}","{""scaled"": {""light"": [10, 7.5], ""medium"": [15, 10], ""heavy"": [20, 12.5]}, ""inter"": {""light"": [12.5, 10], ""medium"": [20, 12.5], ""heavy"": [22.5, 15]}, ""rx"": {""light"": [15, 10], ""medium"": [22.5, 15], ""heavy"": [30, 20]}, ""rxplus"": {""light"": [20, 12.5], ""medium"": [30, 20], ""heavy"": [35, 22.5]}, ""elite"": {""light"": [22.5, 15], ""medium"": [35, 22.5], ""heavy"": [40, 25]}, ""pro"": {""light"": [22.5, 15], ""medium"": [40, 25], ""heavy"": [50, 30]}}","{""amrap"": [6, 12], ""for_time"": [8, 15], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,
db_lunge,DB Lunges,dumbbell,lunge,W,low,low,reps,reps,kg,6,7,dumbbell,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}","{""scaled"": {""light"": [10, 7.5], ""medium"": [15, 10], ""heavy"": [20, 12.5]}, ""inter"": {""light"": [12.5, 10], ""medium"": [20, 12.5], ""heavy"": [22.5, 15]}, ""rx"": {""light"": [15, 10], ""medium"": [22.5, 15], ""heavy"": [30, 20]}, ""rxplus"": {""light"": [20, 12.5], ""medium"": [30, 20], ""heavy"": [35, 22.5]}, ""elite"": {""light"": [22.5, 15], ""medium"": [35, 22.5], ""heavy"": [40, 25]}, ""pro"": {""light"": [22.5, 15], ""medium"": [40, 25], ""heavy"": [50, 30]}}","{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,reps = pas au total
devil_press,Devil Press,dumbbell,hinge|push_v|core,W,low,high,reps,reps,kg,5,4,dumbbell,6.0,,"{""scaled"": 7.8, ""inter"": 6.9, ""rx"": 6.0, ""rxplus"": 5.52, ""elite"": 5.1, ""pro"": 4.8}","{""scaled"": {""light"": [10, 7.5], ""medium"": [15, 10], ""heavy"": [20, 12.5]}, ""inter"": {""light"": [12.5, 10], ""medium"": [20, 12.5], ""heavy"": [22.5, 15]}, ""rx"": {""light"": [15, 10], ""medium"": [22.5, 15], ""heavy"": [30, 20]}, ""rxplus"": {""light"": [20, 12.5], ""medium"": [30, 20], ""heavy"": [35, 22.5]}, ""elite"": {""light"": [22.5, 15], ""medium"": [35, 22.5], ""heavy"": [40, 25]}, ""pro"": {""light"": [22.5, 15], ""medium"": [40, 25], ""heavy"": [50, 30]}}","{""amrap"": [5, 10], ""for_time"": [6, 12], ""emom"": [3, 6], ""interval"": [4, 8]}",,,,true,1,
db_farmer_carry,Farmer Carry,carry,carry,W,high,none,m,m,kg,4,9,kettlebell|dumbbell,0.85,,"{""scaled"": 1.1, ""inter"": 0.98, ""rx"": 0.85, ""rxplus"": 0.78, ""elite"": 0.72, ""pro"": 0.68}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [50, 200], ""for_time"": [50, 200], ""emom"": [40, 60], ""interval"": [50, 100]}",,,,true,1,charge par main
wall_ball,Wall Balls,wallball,squat|push_v,W,low,high,reps,reps,kg,9,8,wallball,2.5,,"{""scaled"": 3.25, ""inter"": 2.88, ""rx"": 2.5, ""rxplus"": 2.3, ""elite"": 2.12, ""pro"": 2.0}","{""scaled"": {""light"": [4, 3], ""medium"": [6, 4], ""heavy"": [9, 6]}, ""inter"": {""light"": [6, 4], ""medium"": [9, 6], ""heavy"": [9, 6]}, ""rx"": {""light"": [6, 4], ""medium"": [9, 6], ""heavy"": [14, 9]}, ""rxplus"": {""light"": [9, 6], ""medium"": [12, 9], ""heavy"": [14, 9]}, ""elite"": {""light"": [9, 6], ""medium"": [14, 9], ""heavy"": [20, 14]}, ""pro"": {""light"": [9, 6], ""medium"": [14, 9], ""heavy"": [20, 14]}}","{""amrap"": [10, 25], ""for_time"": [15, 50], ""emom"": [8, 15], ""interval"": [10, 20]}",,,,true,1,cible 3.05 m H / 2.75 m F ; Hyrox 100 reps race
